# Finding C bench log, 4 September 2026, filtered by filter_C.py: hex dumps and the app's sync noise removed, nothing else
[00:52.573] nrf   | BLE out: Sent  17 bytes: 'heartbeat is 12h'
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | ................
[07:00.961] himax | Added 12 EXIF tags
[07:00.961] himax | Writing 11452 bytes (10940 + 512) to '59200840.JPG' from jpeg buffer of 115860 bytes
[07:00.961] himax | IMAGE Task state changed from 'Capturing' (2) to 'NN Processing' (3)
[07:00.961] himax | FatFS Task received event 'Write image' (0x0901). Rx data = 0x3001f90c
[07:00.961] himax | Wrote 11450 byte image to SD: 59200840.JPG at 0:0:4 1/1/2024
[07:00.961] himax | File write took 46ms
[07:00.961] himax | FatFS task sending event 0x0a06. Tx data = 0x00000000
[07:00.961] himax | IMAGE task sending event 0x0901. Rx data = 0x3001f90c
[07:00.961] himax | IMAGE Task received event 'Image Event Disk Write Complete' (0x0a06). Rx data = 0x00000000
[07:00.961] himax | sensor_type: 8
[07:00.961] himax | IMAGE Task state changed from 'NN Processing' (3) to 'Capturing' (2)
[07:01.071] nrf   | <info> app: I2C RX payload 25/250 bytes. Response type is 4. CRC OK (0x8C60)
[07:01.071] nrf   | <info> app: AI state machine bumped with 'Wake' (Current state: SLEEP)
[07:01.071] nrf   | <info> app: BLE and AI time differ by 1058s - too much!
[07:01.071] nrf   | <info> app: AI state changed from SLEEP to WOKEN
[07:01.071] nrf   | BLE out: Sent   5 bytes: 'Wake'
[07:01.071] nrf   | <info> app: AI State machine scheduler called with event 8 'Send SelfTest'
[07:01.071] nrf   | <info> app: AI state machine bumped with 'Send SelfTest' (Current state: WOKEN)
[07:01.071] nrf   | Sending 'selftest' to AI processor (4 ctrl bytes, 8 payload, 2 CRC)<info> app: OK
[07:01.071] nrf   | <info> app: AI state changed from WOKEN to SELFTEST
[07:01.071] nrf   | <info> app: I2C TX complete: 14 bytes.
[07:01.071] nrf   | <info> app: !25 
[07:01.071] nrf   | <info> app: I2C RX payload 13/250 bytes. Response type is 4. CRC OK (0x7FB8)
[07:01.071] nrf   | <info> app: AI state machine bumped with 'Selftest Rx' (Current state: SELFTEST)
[07:01.071] nrf   | <info> app: AI self test bits = 0x0000 (all bits now 0x0000)
[07:01.071] nrf   | <info> app: Can't send UTC
[07:01.071] nrf   | <info> app: AI state changed from SELFTEST to IDLE
[07:01.071] nrf   | BLE out: Sent  20 bytes: 'Error bits = 0x0000'
[07:01.071] nrf   | <info> app: AI State machine scheduler called with event 12 'Msg to AI'
[07:01.071] nrf   | <info> app: AI state machine bumped with 'Msg to AI' (Current state: IDLE)
[07:01.071] nrf   | Sending 'capture 3 1900' to AI processor (4 ctrl bytes, 14 payload, 2 CRC)<info> app: AI state changed from IDLE to PROCESSING
[07:01.071] nrf   | <info> app: I2C TX complete: 20 bytes.
[07:01.071] nrf   | <info> app: !26 
[07:01.071] nrf   | <info> app: I2C RX payload 65/250 bytes. Response type is 4. CRC OK (0x3DBD)
[07:01.071] nrf   | <info> app: NUS TX Ready
[07:01.071] nrf   | <info> app: AI state machine bumped with 'Msg from AI' (Current state: PROCESSING)
[07:01.071] nrf   | <info> app: !27 
[07:01.071] nrf   | <info> app: AI processor replies: 'About to capture 3 images with an interval of '1900' milliseconds'
[07:01.071] nrf   | <info> app: AI state changed from PROCESSING to IDLE
[07:01.071] nrf   | BLE out: Sent  66 bytes: 'About to capture 3 images with an interval of '1900' milliseconds'
[07:01.071] nrf   | <info> app: I2C RX payload 118/250 bytes. Response type is 4. CRC OK (0x3B12)
[07:01.071] nrf   | <info> app: !28 
[07:01.071] nrf   | <info> app: AI state machine bumped with 'Msg from AI' (Current state: IDLE)
[07:01.071] nrf   | BLE out: Sent 119 bytes: 'HM0360 AE regs:
[07:01.071] nrf   |   Integration time = 376 lines
[07:01.071] nrf   |   Analog gain = 0
[07:01.071] nrf   |   Digital gain = 100
[07:01.071] nrf   |   AE Mean = 80
[07:01.071] nrf   |   AEConverged?: Y'
[07:01.071] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[07:01.269] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:01.269] himax | I2C transmission complete.
[07:01.269] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[07:01.386] nrf   | <info> app: NUS TX Ready
[07:01.386] nrf   | <info> app: NUS TX Ready
[07:01.386] nrf   | <info> app: AI state machine bumped with 'Msg from AI' (Current state: IDLE)
[07:01.386] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[07:01.386] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[07:01.386] nrf   | <info> app: NUS TX Ready
[07:01.386] nrf   | <info> app: NUS TX Ready
[07:01.760] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Wake
[07:02.201] himax | Inactive for 1000ms
[07:02.201] himax | IMAGE Task received event 'Image Event Inactivity' (0x0a00). Rx data = 0x00000000
[07:02.201] himax | Inactive - expect WDT timeout soon?
[07:02.201] himax | IF Task received event 'Inactivity' (0x070e). Rx data = 0x00000000
[07:02.201] himax | Assert inter-processor interrupt.
[07:02.201] himax | Sending 99 bytes: Header 4, payload 93, checksum 2 'Sleep 29 0 0 14 104 1 500 0 1000 89 1 0 100 0 0 0 18 1 0 22 0 2 50 65 15 0 0 286 326 1 110 1 '
[07:02.201] himax | Negate inter-processor interrupt.
[07:02.201] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[07:02.201] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:02.201] himax | I2C transmission complete.
[07:02.201] himax | IF task ready to sleep.
[07:02.201] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[07:02.303] nrf   | <info> app: !29 
[07:02.303] nrf   | <info> app: I2C RX payload 93/250 bytes. Response type is 4. CRC OK (0x3272)
[07:02.303] nrf   | <info> app: AI state machine bumped with 'Sleep' (Current state: IDLE)
[07:02.303] nrf   | <info> app: AI processor sends stats: '29 0 0 14 104 1 500 0 1000 89 1 0 100 0 0 0 18 1 0 22 0 2 50 65 15 0 0 286 326 1 110 1 '
[07:02.303] nrf   | <info> app: AI state changed from IDLE to SLEEP
[07:02.303] nrf   | BLE out: Sent   6 bytes: 'Sleep'
[07:02.604] nrf   | <info> app: NUS TX Ready
[07:02.804] himax | IMAGE Task received event 'Image Event Frame Ready' (0x0a04). Rx data = 0x00000000
[07:02.804] himax | DEBUG: ledFlashDisable()
[07:02.804] himax | Image capture 2/3 took 1864ms
[07:02.804] himax | Skipping NN processing (no model loaded).
[07:02.804] himax | HM0360 AE regs:
[07:02.804] himax |   Integration time = 376 lines
[07:02.804] himax |   Analog gain = 0
[07:02.804] himax |   Digital gain = 100
[07:02.804] himax |   AE Mean = 80
[07:02.804] himax |   AEConverged?: Y
[07:02.804] himax | IF Task received event 'Message to Master' (0x070d). Rx data = 0x30010e98
[07:02.804] himax | Assert inter-processor interrupt.
[07:02.804] himax | Sending 124 bytes: Header 4, payload 118, checksum 2 'HM0360 AE regs:
[07:02.804] himax |   Integration time = 376 lines
[07:02.804] himax |   Analog gain = 0
[07:02.804] himax |   Digital gain = 100
[07:02.804] himax |   AE Mean = 80
[07:02.804] himax |   AEConverged?: Y'
[07:02.804] himax | Negate inter-processor interrupt.
[07:02.804] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[07:02.804] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:02.804] himax | I2C transmission complete.
[07:02.804] himax | IF task ready to sleep.
[07:02.804] himax | DEBUG: ledFlashDisable()
[07:02.804] himax | Preparing HM0360 for MD:   HM0360 Motion Detection off.
[07:02.804] himax |    Inhibiting MD
[07:02.804] himax |    Changing mode from 2 to 2 with nFrames=1, sleepTime=0 sleepCount = 0xffff
[07:02.804] himax |  No LED flashes.
[07:02.804] himax | >>> Entering DPD at 2024:01:01 00:00:06
[07:02.861] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Error bits = 0x0000
[07:02.919] nrf   | <info> app: !30 
[07:02.919] nrf   | <info> app: I2C RX payload 118/250 bytes. Response type is 4. CRC OK (0x3B12)
[07:02.919] nrf   | <info> app: AI state machine bumped with 'Msg from AI' (Current state: SLEEP)
[07:02.919] nrf   | <info> app: UNHANDLED event Msg from AI in SLEEP
[07:03.955] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: About to capture 3 images with an interval of '1900' milliseconds
[07:05.071] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: HM0360 AE regs:
[07:05.079] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23:   Integration time = 376 lines
[07:05.080] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23:   Analog gain = 0
[07:05.080] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23:   Digital gain = 100
[07:05.085] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23:   AE Mean = 80
[07:05.086] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23:   AEConverged?: Y
[07:06.205] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: HM0360 motion in 0 blocks:
[07:06.209] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[07:07.327] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Sleep
[07:37.401] himax | 1st BL Modem Build DATE=Jan 17 2025, Version: 2.12
[07:37.401] himax | slot flash_offset 0x00000000
[07:37.401] himax | HX_DSP_FLAG 1
[07:37.401] himax | jump_addr=0x10000000
[07:37.401] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[07:37.401] himax | **** WW500 MD. (WW500_C02) Built: 13:34:25 Sep  3 2026 ****
[07:37.401] himax | Git branch: 'nogit' nogit-dirty
[07:37.401] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[07:37.401] himax | Wakeup_event = 0x0000, WakeupEvt1 = 0x0001 WAKE signal
[07:37.401] himax | Camera: HM0360
[07:37.401] himax | PCA9574 present at 0x20
[07:37.401] himax | DEBUG: ledFlashSelectLED(0)
[07:37.401] himax | Initialised LED Flash
[07:37.401] himax | HM0360 present at 0x24
[07:37.401] himax | Main camera present at 0x24
[07:37.401] himax | ### Warm Boot ###
[07:37.401] himax | Woke at 2024:01:01 00:00:06 
[07:37.401] himax | BLE wake
[07:37.401] himax | Initialising FreeRTOS tasks
[07:37.401] himax | Created task 'CLI' Priority 4
[07:37.401] himax | Created task 'IFTask' Priority 3
[07:37.401] himax | Created task 'FAT' Priority 2
[07:37.401] himax | Created task 'IMAGE' Priority 1
[07:37.401] himax | FreeRTOS scheduler started.
[07:37.401] himax | Starting CLI Task
[07:37.401] himax | Enter 'help' to view a list of available commands.
[07:37.401] himax | cmd> Starting IFTask
[07:37.401] himax | I2C slave instance 0 configured at address 0x62
[07:37.401] himax | I2C buffers have 256 bytes, payload is 244
[07:37.401] himax | Starting FatFS Task
[07:37.436] nrf   | BLE in: Received  13 bytes 'AI switchslot'
[07:37.436] nrf   | <info> app: AI state machine bumped with 'Msg to AI' (Current state: SLEEP)
[07:37.436] nrf   | <info> app: AI processor is in DPD. Waking it. (switchslot)
[07:37.680] app   | Written AI switchslot to the device WILD-CNKW (09:29:31-125)
[07:37.680] app   | [useBleListeners] RAW_TX received for D6:47:9B:89:E7:23: AI switchslot
[07:37.702] himax | Mounting FatFS on SD card OK
[07:37.702] himax | Directory '/MANIFEST' exists
[07:37.702] himax | SD card initialised. CWD is '0:/'
[07:37.702] himax | Loading configuration: CWD is '0:/MANIFEST'
[07:37.702] himax | 'CONFIG.TXT' found. (Next image #28), camera enabled. Flash brightness 89
[07:37.702] himax | Retaining existing images directory (21 <= 100) '/MEDIA/00000000/IMAGES.000'
[07:37.702] himax | Directory '/MEDIA/00000000/IMAGES.000' exists
[07:37.702] himax | FatFs setup took 247ms
[07:37.702] himax | Inactivity period set at 1000ms
[07:37.702] himax | IF Task received event 'Awake' (0x070f). Rx data = 0x00000000
[07:37.702] himax | Starting Image Task
[07:37.702] himax | Image 640 x 480. Raw buffer 460800. JPEG buffer 115860. JPEG compression x4
[07:37.702] himax | Initialising HM0360 at 0x24 (p.u. delay 1ms)
[07:37.702] himax | Memory allocated: 460800 for raw buffer, 115860 for JPEG, 100 for JPEG header
[07:37.702] himax |    Inhibiting MD
[07:37.702] himax |    Changing mode from 2 to 0 with nFrames=0, sleepTime=0 sleepCount = 0xffff
[07:37.702] himax | HM0360 MD sensitivity 1
[07:37.702] himax | sensor_type: 8
[07:37.702] himax | DEBUG: ledFlashBrightness(89%) [brbits = 0xd]
[07:37.702] himax | DEBUG: ledFlashSelectLED(0)
[07:37.702] himax | [LS] In ledFlashSetFlashModeFromOpParam with 0 Mode 0
[07:37.702] himax | DEBUG: ledFlashDisable()
[07:37.702] himax | Not initialising NN (project ID is 0)
[07:37.702] himax | No model found.
[07:37.702] himax | NN Initialisation took 8ms TODO - consider doing this after taking the picture!
[07:37.702] himax | Image sensor and data path initialised for camera HM0360
[07:37.702] himax |   Camera system enabled.
[07:37.702] himax |   Neural network disabled.
[07:37.702] himax |   Flash LED(s) in use: 0
[07:37.702] himax |   Flash brightness: 89%
[07:37.702] himax |   Light is currently LIGHT.
[07:37.702] himax |   MD disabled.
[07:37.702] himax |   Timelapse disabled.
[07:37.702] himax | IF Task received event 'FreeRTOS Initialised' (0x0710). Rx data = 0x00000000
[07:37.702] himax | Assert inter-processor interrupt.
[07:37.702] himax | Sending 31 bytes: Header 4, payload 25, checksum 2 'Wake 2024-01-01T00:00:06Z'
[07:37.702] himax | Negate inter-processor interrupt.
[07:37.702] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[07:37.702] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:37.702] himax | I2C transmission complete.
[07:37.702] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[07:37.702] himax | IF Task received event 'I2C Rx' (0x0700). Rx data = 0x00000000
[07:37.702] himax | Received I2C message.
[07:37.702] himax | MKL62BA command received: 'selftest'
[07:37.702] himax | selfTest 0000
[07:37.702] himax | IF Task state changed from 'Idle' (1) to 'I2C RX State' (2)
[07:37.702] himax | IF Task received event 'String Response' (0x0703). Rx data = 0x3000e510
[07:37.702] himax | Assert inter-processor interrupt.
[07:37.702] himax | Sending 19 bytes: Header 4, payload 13, checksum 2 'selfTest 0000'
[07:37.702] himax | Negate inter-processor interrupt.
[07:37.702] himax | IF Task state changed from 'I2C RX State' (2) to 'I2C TX State' (3)
[07:37.750] nrf   | <info> app: !31 
[07:38.013] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:38.013] himax | I2C transmission complete.
[07:38.013] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[07:38.013] himax | IF Task received event 'I2C Rx' (0x0700). Rx data = 0x00000000
[07:38.013] himax | Received I2C message.
[07:38.013] himax | MKL62BA command received: 'switchslot'
[07:38.013] himax | IF Task state changed from 'Idle' (1) to 'I2C RX State' (2)
[07:38.013] himax | Flash ID 0xEF initialised
[07:38.013] himax | write_slot_selector: slot 1 selector written OK
[07:38.013] himax | switch_slot: selector now points at slot 1
[07:38.013] himax | Switched to slot 1 ('RP3 (day/colour)'). Reset scheduled.
[07:38.013] himax | IF Task received event 'String Response' (0x0703). Rx data = 0x3000e510
[07:38.013] himax | Assert inter-processor interrupt.
[07:38.013] himax | Sending 63 bytes: Header 4, payload 57, checksum 2 'Switched to slot 1 ('RP3 (day/colour)'). Reset scheduled.'
[07:38.013] himax | Negate inter-processor interrupt.
[07:38.013] himax | IF Task state changed from 'I2C RX State' (2) to 'I2C TX State' (3)
[07:38.013] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:38.013] himax | I2C transmission complete.
[07:38.013] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[07:38.060] nrf   | <info> app: I2C RX payload 25/250 bytes. Response type is 4. CRC OK (0x7395)
[07:38.060] nrf   | <info> app: AI state machine bumped with 'Wake' (Current state: SLEEP)
[07:38.060] nrf   | <info> app: BLE and AI time differ by 1092s - too much!
[07:38.060] nrf   | <info> app: AI state changed from SLEEP to WOKEN
[07:38.060] nrf   | BLE out: Sent   5 bytes: 'Wake'
[07:38.060] nrf   | <info> app: AI State machine scheduler called with event 8 'Send SelfTest'
[07:38.060] nrf   | <info> app: AI state machine bumped with 'Send SelfTest' (Current state: WOKEN)
[07:38.060] nrf   | Sending 'selftest' to AI processor (4 ctrl bytes, 8 payload, 2 CRC)<info> app: OK
[07:38.060] nrf   | <info> app: AI state changed from WOKEN to SELFTEST
[07:38.060] nrf   | <info> app: I2C TX complete: 14 bytes.
[07:38.060] nrf   | <info> app: !32 
[07:38.060] nrf   | <info> app: I2C RX payload 13/250 bytes. Response type is 4. CRC OK (0x7FB8)
[07:38.060] nrf   | <info> app: AI state machine bumped with 'Selftest Rx' (Current state: SELFTEST)
[07:38.060] nrf   | <info> app: AI self test bits = 0x0000 (all bits now 0x0000)
[07:38.060] nrf   | <info> app: Can't send UTC
[07:38.060] nrf   | <info> app: AI state changed from SELFTEST to IDLE
[07:38.060] nrf   | BLE out: Sent  20 bytes: 'Error bits = 0x0000'
[07:38.060] nrf   | <info> app: AI State machine scheduler called with event 12 'Msg to AI'
[07:38.060] nrf   | <info> app: AI state machine bumped with 'Msg to AI' (Current state: IDLE)
[07:38.060] nrf   | Sending 'switchslot' to AI processor (4 ctrl bytes, 10 payload, 2 CRC)<info> app: AI state changed from IDLE to PROCESSING
[07:38.060] nrf   | <info> app: I2C TX complete: 16 bytes.
[07:38.060] nrf   | <info> app: NUS TX Ready
[07:38.060] nrf   | <info> app: !33 
[07:38.060] nrf   | <info> app: I2C RX payload 57/250 bytes. Response type is 4. CRC OK (0x1853)
[07:38.060] nrf   | <info> app: AI state machine bumped with 'Msg from AI' (Current state: PROCESSING)
[07:38.060] nrf   | <info> app: AI processor replies: 'Switched to slot 1 ('RP3 (day/colour)'). Reset scheduled.'
[07:38.060] nrf   | <info> app: AI state changed from PROCESSING to IDLE
[07:38.060] nrf   | BLE out: Sent  58 bytes: 'Switched to slot 1 ('RP3 (day/colour)'). Reset scheduled.'
[07:38.060] nrf   | <info> app: NUS TX Ready
[07:38.369] nrf   | <info> app: NUS TX Ready
[07:38.850] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Wake
[07:38.937] himax | Inactive for 1000ms
[07:38.937] himax | IMAGE Task received event 'Image Event Inactivity' (0x0a00). Rx data = 0x00000000
[07:38.937] himax | IMAGE Task state changed from 'Init' (1) to 'Save State' (5)
[07:38.937] himax | FatFS Task received event 'Save State' (0x0904). Rx data = 0x00000000
[07:38.937] himax | Saved state to SD card. Image sequence number = 28
[07:38.937] himax | FatFS task sending event 0x0a06. Tx data = 0x00000000
[07:38.937] himax | IMAGE task sending event 0x0904. Rx data = 0x00000000
[07:39.237] himax | IMAGE Task received event 'Image Event Disk Write Complete' (0x0a06). Rx data = 0x00000000
[07:39.237] himax | Image task ready to sleep.
[07:39.237] himax | IMAGE Task state changed from 'Save State' (5) to 'Uninitialised' (0)
[07:39.237] himax | IF Task received event 'Inactivity' (0x070e). Rx data = 0x00000000
[07:39.237] himax | Assert inter-processor interrupt.
[07:39.237] himax | Sending 99 bytes: Header 4, payload 93, checksum 2 'Sleep 28 0 0 14 104 1 500 0 1000 89 1 0 100 0 0 0 18 1 0 21 0 2 50 65 15 0 0 286 326 1 110 1 '
[07:39.237] himax | Negate inter-processor interrupt.
[07:39.237] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[07:39.237] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:39.237] himax | I2C transmission complete.
[07:39.237] himax | IF task ready to sleep.
[07:39.237] himax | DEBUG: ledFlashDisable()
[07:39.237] himax | Preparing HM0360 for MD:   HM0360 Motion Detection off.
[07:39.237] himax |    Inhibiting MD
[07:39.237] himax |    Changing mode from 0 to 2 with nFrames=1, sleepTime=0 sleepCount = 0xffff
[07:39.237] himax |  No LED flashes.
[07:39.237] himax | >>> Reset by watchdog
[07:39.237] himax | hx_drv_watchdog_start
[07:39.237] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[07:39.237] himax | 1st BL Modem Build DATE=Jan 17 2025, Version: 2.12
[07:39.237] himax | Please input any key to enter X-Modem mode in 30 ms 
[07:39.237] himax | waiting input key...
[07:39.237] himax | slot flash_offset 0x00100000
[07:39.237] himax | New MemDesp himax_sec_SB_image_process PASS
[07:39.237] himax | set_memory_s_ns
[07:39.237] himax | HX_DSP_FLAG 1
[07:39.286] nrf   | <info> app: !34 
[07:39.286] nrf   | <info> app: I2C RX payload 93/250 bytes. Response type is 4. CRC OK (0x4580)
[07:39.286] nrf   | <info> app: AI state machine bumped with 'Sleep' (Current state: IDLE)
[07:39.286] nrf   | <info> app: AI processor sends stats: '28 0 0 14 104 1 500 0 1000 89 1 0 100 0 0 0 18 1 0 21 0 2 50 65 15 0 0 286 326 1 110 1 '
[07:39.286] nrf   | <info> app: AI state changed from IDLE to SLEEP
[07:39.286] nrf   | BLE out: Sent   6 bytes: 'Sleep'
[07:39.538] himax | jump_addr=0x10000000
[07:39.538] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[07:39.538] himax | **** WW500 MD. (WW500_C02) Built: 13:32:59 Sep  3 2026 ****
[07:39.538] himax | Git branch: 'nogit' nogit-dirty
[07:39.538] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[07:39.538] himax | Wakeup_event = 0x0000, WakeupEvt1 = 0x0000 Cold boot
[07:39.538] himax | Camera: RP v3 (IMX708)
[07:39.538] himax | Enabling RP SENSOR_ENABLE
[07:39.538] himax | PCA9574 present at 0x20
[07:39.538] himax | DEBUG: ledFlashSelectLED(0)
[07:39.538] himax | Initialised LED Flash
[07:39.538] himax | HM0360 present at 0x24
[07:39.538] himax | Main camera present at 0x1a
[07:39.538] himax | Disabling RP SENSOR_ENABLE
[07:39.588] nrf   | <info> app: NUS TX Ready
[07:39.980] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Error bits = 0x0000
[07:40.153] himax | ### Cold Boot ###
[07:40.153] himax | FreeRTOS tickless idle is enabled. configMAX_PRIORITIES = 5
[07:41.122] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Switched to slot 1 ('RP3 (day/colour)'). Reset scheduled.
[07:41.671] himax | Initialising FreeRTOS tasks
[07:41.671] himax | Created task 'CLI' Priority 4
[07:41.671] himax | Created task 'IFTask' Priority 3
[07:41.671] himax | Created task 'FAT' Priority 2
[07:41.671] himax | Created task 'IMAGE' Priority 1
[07:41.671] himax | FreeRTOS scheduler started.
[07:41.671] himax | Starting CLI Task
[07:41.671] himax | Enter 'help' to view a list of available commands.
[07:41.671] himax | cmd> Starting IFTask
[07:41.671] himax | I2C slave instance 0 configured at address 0x62
[07:41.671] himax | I2C buffers have 256 bytes, payload is 244
[07:41.671] himax | Starting FatFS Task
[07:41.671] himax | Mounting FatFS on SD card OK
[07:41.671] himax | Directory '/MANIFEST' exists
[07:41.671] himax | SD card initialised. CWD is '0:/'
[07:41.671] himax | Loading configuration: CWD is '0:/MANIFEST'
[07:41.671] himax | 'CONFIG.TXT' found. (Next image #28), camera enabled. Flash brightness 89
[07:41.671] himax | Retaining existing images directory (21 <= 100) '/MEDIA/00000000/IMAGES.000'
[07:41.671] himax | Directory '/MEDIA/00000000/IMAGES.000' exists
[07:41.671] himax | FatFs setup took 42ms
[07:41.671] himax | Inactivity period set at 1000ms
[07:42.272] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Sleep
[07:42.588] himax | IF Task received event 'Awake' (0x070f). Rx data = 0x00000000
[07:42.588] himax | Starting Image Task
[07:42.588] himax | Flash ID 0xEF initialised
[07:42.588] himax | Image 2304 x 1296. Raw buffer 460800. JPEG buffer 115860. JPEG compression x4
[07:42.589] himax | Enabling RP SENSOR_ENABLE
[07:42.589] himax | Initialising IMX708 at 0x1a (p.u. delay 100ms)
[07:42.589] himax | Memory allocated: 460800 for raw buffer, 115860 for JPEG, 100 for JPEG header
[07:42.589] himax | mclk DIV3, xshutdown_pin=82
[07:42.896] himax | IMX708 Init by app (IMX708_common_setting)
[07:42.896] himax | Get IMX708_REG_BASE_SPC_GAINS_L = 0x40
[07:42.896] himax | Init IMX708 Default PDAF pixel correction gains 
[07:42.896] himax | IMX708 Init by app (IMX708_2304x1296_setting)
[07:42.896] himax | IMX708 EXPOSURE(0x0940) by app (IMX708_exposure_setting)
[07:42.896] himax | IMX708 Init by app (IMX708_link_450Mhz_regs)
[07:42.896] himax | Quad Bayer re-mosaic adjustments ON
[07:42.896] himax | IMX708 Init by app (IMX708_mirror_setting)
[07:42.896] himax | CWD is '0:/MANIFEST'
[07:42.896] himax | Error opening '0:/RPV3_EX.BIN': 4
[07:42.896] himax | WD1[340a6ba0], WD2_J[340a6ba0], WD3_RAW[340363a0], JPAuto[34036320]
[07:42.896] himax | MIPI CLK change to PLL freq:(400000000 / 2)
[07:42.896] himax | MIPI TX CLK: 200M
[07:42.896] himax | t_input: 12943ns
[07:42.896] himax | t_output: 11520ns
[07:42.896] himax | t_preload: 185ns
[07:42.896] himax | MIPI RX FIFO FILL: 70
[07:42.896] himax | MIPI TX FIFO FILL: 0
[07:42.896] himax | RESET MIPI CSI RX/TX
[07:42.896] himax | sensor_type: 15
[07:42.896] himax | DEBUG: ledFlashBrightness(89%) [brbits = 0xd]
[07:42.896] himax | DEBUG: ledFlashSelectLED(0)
[07:42.896] himax | [LS] In ledFlashSetFlashModeFromOpParam with 0 Mode 0
[07:42.896] himax | DEBUG: ledFlashDisable()
[07:42.896] himax | Initialising HM0360 at 0x24 for MD only.
[07:42.896] himax |    Inhibiting MD
[07:42.896] himax |    Changing mode from 2 to 0 with nFrames=0, sleepTime=0 sleepCount = 0xffff
[07:43.204] himax | HM0360 registers initialised for MD.
[07:43.204] himax | Not initialising NN (project ID is 0)
[07:43.204] himax | No model found.
[07:43.204] himax | NN Initialisation took 9ms TODO - consider doing this after taking the picture!
[07:43.204] himax | Image sensor and data path initialised for camera RP v3
[07:43.204] himax |   Camera system enabled.
[07:43.204] himax |   Neural network disabled.
[07:43.204] himax |   Flash LED(s) in use: 0
[07:43.204] himax |   Flash brightness: 89%
[07:43.204] himax |   Light is currently LIGHT.
[07:43.204] himax |   Flash duration 100ms
[07:43.204] himax |   MD disabled.
[07:43.204] himax |   Timelapse disabled.
[07:43.204] himax | IF Task received event 'FreeRTOS Initialised' (0x0710). Rx data = 0x00000000
[07:43.204] himax | Assert inter-processor interrupt.
[07:43.204] himax | Sending 31 bytes: Header 4, payload 25, checksum 2 'Wake 2024-01-01T00:00:02Z'
[07:43.204] himax | Negate inter-processor interrupt.
[07:43.204] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[07:43.204] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:43.204] himax | I2C transmission complete.
