# fix205-verification-part2-blank-card
# Started 2026-09-04 19:00:58. Times are MM:SS.mmm from the start of the capture.
# himax = COM6 @ 921600 (given)
# nrf   = COM5 @ 115200 (given)
#
# Filtered: hex dumps, nRF <info>/<debug> chatter and the app's RAW_RX lines removed. Sweep driver: repro_A_fix.py, delays 520..600 ms.
[01:49.420] app   | TX Hex: 414920736c6f7473
[02:49.207] himax | Negate inter-processor interrupt.
[02:49.207] himax | IF Task state changed from 'I2C RX State' (2) to 'I2C TX State' (3)
[02:49.207] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[02:49.207] himax | I2C transmission complete.
[02:49.207] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[02:49.324] nrf   | BLE in: Received   8 bytes 'AI slots'
[02:49.324] nrf   | BLE out: Sent 116 bytes: 'Active slot 1 running 'RP3 (day/colour)'. Slot A: 'HM0360 (night/IR)', Slot B: 'RP3 (day/colour)'. Auto-switch: off'
[02:50.425] himax | Inactive for 1000ms
[02:50.425] himax | IMAGE Task received event 'Image Event Inactivity' (0x0a00). Rx data = 0x00000000
[02:50.425] himax | IMAGE Task state changed from 'Init' (1) to 'Save State' (5)
[02:50.425] himax | FatFS Task received event 'Save State' (0x0904). Rx data = 0x00000000
[02:50.425] himax | Saved state to SD card. Image sequence number = 0
[02:50.425] himax | FatFS task sending event 0x0a06. Tx data = 0x00000000
[02:50.425] himax | IMAGE task sending event 0x0904. Rx data = 0x00000000
[02:50.425] himax | IMAGE Task received event 'Image Event Disk Write Complete' (0x0a06). Rx data = 0x00000000
[02:50.425] himax | Image task ready to sleep.
[02:50.425] himax | IMAGE Task state changed from 'Save State' (5) to 'Uninitialised' (0)
[02:50.425] himax | IF Task received event 'Inactivity' (0x070e). Rx data = 0x00000000
[02:50.425] himax | Assert inter-processor interrupt.
[02:50.425] himax | Sending 103 bytes: Header 4, payload 97, checksum 2 'Sleep 0 0 0 1 5 1 500 0 1000 5 1 0 100 0 0 0 18 1 0 0 0 2 50 65 15 0 0 286 326 1 110 1 0 0 0 0 0 '
[02:50.425] himax | Negate inter-processor interrupt.
[02:50.425] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[02:50.425] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[02:50.425] himax | I2C transmission complete.
[02:50.425] himax | IF task ready to sleep.
[02:50.425] himax | DEBUG: ledFlashDisable()
[02:50.425] himax | Preparing HM0360 for MD:   HM0360 Motion Detection off.
[02:50.425] himax |    Inhibiting MD
[02:50.425] himax |    Changing mode from 2 to 2 with nFrames=1, sleepTime=0 sleepCount = 0xffff
[02:50.425] himax |  No LED flashes.
[02:50.425] himax | >>> Entering DPD at 2024:01:01 00:00:16
[02:50.540] nrf   | BLE out: Sent   6 bytes: 'Sleep'
[02:59.860] app   | TX Hex: 414920736c6f7473
[02:59.929] app   | Written AI slots to the device WILD-CNKW (19:03:57-135)
[02:59.929] app   | [useBleListeners] RAW_TX received for D6:47:9B:89:E7:23: AI slots
[03:00.175] himax | 1st BL Modem Build DATE=Jan 17 2025, Version: 2.12
[03:00.175] himax | slot flash_offset 0x00100000
[03:00.175] himax | New MemDesp himax_sec_SB_image_process PASS
[03:00.175] himax | set_memory_s_ns
[03:00.175] himax | HX_DSP_FLAG 1
[03:00.175] himax | jump_addr=0x10000000
[03:00.175] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[03:00.175] himax | **** WW500 MD. (WW500_C02) Built: 16:45:52 Sep  4 2026 ****
[03:00.175] himax | Git branch: 'nogit' nogit-dirty
[03:00.175] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[03:00.175] himax | Wakeup_event = 0x0000, WakeupEvt1 = 0x0001 WAKE signal
[03:00.175] himax | Camera: RP v3 (IMX708)
[03:00.175] himax | Enabling RP SENSOR_ENABLE
[03:00.291] nrf   | BLE in: Received   8 bytes 'AI slots'
[03:00.490] himax | PCA9574 present at 0x20
[03:00.490] himax | DEBUG: ledFlashSelectLED(0)
[03:00.490] himax | Initialised LED Flash
[03:00.490] himax | HM0360 present at 0x24
[03:00.490] himax | Main camera present at 0x1a
[03:00.490] himax | Disabling RP SENSOR_ENABLE
[03:00.490] himax | ### Warm Boot ###
[03:00.490] himax | Woke at 2024:01:01 00:00:16 
[03:00.490] himax | BLE wake
[03:00.490] himax | Initialising FreeRTOS tasks
[03:00.490] himax | Created task 'CLI' Priority 4
[03:00.490] himax | Created task 'IFTask' Priority 3
[03:00.490] himax | Created task 'FAT' Priority 2
[03:00.490] himax | Created task 'IMAGE' Priority 1
[03:00.490] himax | FreeRTOS scheduler started.
[03:00.490] himax | Starting CLI Task
[03:00.491] himax | Enter 'help' to view a list of available commands.
[03:00.491] himax | cmd> Starting IFTask
[03:00.491] himax | I2C slave instance 0 configured at address 0x62
[03:00.491] himax | I2C buffers have 256 bytes, payload is 244
[03:00.491] himax | Starting FatFS Task
[03:00.491] himax | Mounting FatFS on SD card OK
[03:00.491] himax | Directory '/MANIFEST' exists
[03:00.491] himax | SD card initialised. CWD is '0:/'
[03:00.491] himax | Loading configuration: CWD is '0:/MANIFEST'
[03:00.491] himax | 'CONFIG.TXT' found. (Next image #0), camera enabled. Flash brightness 5
[03:00.491] himax | Retaining existing images directory (0 <= 100) '/MEDIA/00000000/IMAGES.000'
[03:00.491] himax | Directory '/MEDIA/00000000/IMAGES.000' exists
[03:00.491] himax | FatFs setup took 247ms
[03:00.491] himax | Inactivity period set at 1000ms
[03:00.491] himax | IF Task received event 'Awake' (0x070f). Rx data = 0x00000000
[03:00.491] himax | Starting Image Task
[03:00.491] himax | Image 2304 x 1296. Raw buffer 460800. JPEG buffer 115860. JPEG compression x4
[03:00.491] himax | Enabling RP SENSOR_ENABLE
[03:00.491] himax | Initialising IMX708 at 0x1a (p.u. delay 100ms)
[03:00.491] himax | Memory allocated: 460800 for raw buffer, 115860 for JPEG, 100 for JPEG header
[03:00.491] himax | mclk DIV3, xshutdown_pin=82
[03:00.792] himax | IMX708 Init by app (IMX708_common_setting)
[03:00.792] himax | Get IMX708_REG_BASE_SPC_GAINS_L = 0x40
[03:00.792] himax | Init IMX708 Default PDAF pixel correction gains 
[03:00.792] himax | IMX708 Init by app (IMX708_2304x1296_setting)
[03:00.792] himax | IMX708 EXPOSURE(0x0940) by app (IMX708_exposure_setting)
[03:00.792] himax | IMX708 Init by app (IMX708_link_450Mhz_regs)
[03:00.792] himax | Quad Bayer re-mosaic adjustments ON
[03:00.792] himax | IMX708 Init by app (IMX708_mirror_setting)
[03:00.792] himax | CWD is '0:/MANIFEST'
[03:00.792] himax | Error opening '0:/RPV3_EX.BIN': 4
[03:00.792] himax | WD1[340a6ba0], WD2_J[340a6ba0], WD3_RAW[340363a0], JPAuto[34036320]
[03:00.792] himax | MIPI CLK change to PLL freq:(400000000 / 2)
[03:00.792] himax | MIPI TX CLK: 200M
[03:00.792] himax | t_input: 12943ns
[03:00.792] himax | t_output: 11520ns
[03:00.792] himax | t_preload: 185ns
[03:00.792] himax | MIPI RX FIFO FILL: 70
[03:00.792] himax | MIPI TX FIFO FILL: 0
[03:00.792] himax | RESET MIPI CSI RX/TX
[03:00.792] himax | sensor_type: 15
[03:00.792] himax | DEBUG: ledFlashBrightness(5%) [brbits = 0x0]
[03:00.792] himax | DEBUG: ledFlashSelectLED(0)
[03:00.792] himax | [LS] In ledFlashSetFlashModeFromOpParam with 0 Mode 0
[03:00.792] himax | DEBUG: ledFlashDisable()
[03:00.792] himax | Not initialising NN (project ID is 0)
[03:00.792] himax | No model found.
[03:00.792] himax | NN Initialisation took 9ms TODO - consider doing this after taking the picture!
[03:00.792] himax | Image sensor and data path initialised for camera RP v3
[03:00.792] himax |   Camera system enabled.
[03:00.792] himax |   Neural network disabled.
[03:00.792] himax |   Flash LED(s) in use: 0
[03:00.792] himax |   Flash brightness: 5%
[03:00.792] himax |   Flash is currently not armed.
[03:00.792] himax |   Flash duration 100ms
[03:00.792] himax |   MD disabled.
[03:00.792] himax |   Timelapse disabled.
[03:00.792] himax | IF Task received event 'FreeRTOS Initialised' (0x0710). Rx data = 0x00000000
[03:00.792] himax | Assert inter-processor interrupt.
[03:00.792] himax | Sending 31 bytes: Header 4, payload 25, checksum 2 'Wake 2024-01-01T00:00:16Z'
[03:00.792] himax | Negate inter-processor interrupt.
[03:00.792] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[03:00.792] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[03:00.792] himax | I2C transmission complete.
[03:00.792] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[03:00.792] himax | IF Task received event 'I2C Rx' (0x0700). Rx data = 0x00000000
[03:00.792] himax | Received I2C message.
[03:00.792] himax | MKL62BA command received: 'selftest'
[03:00.792] himax | selfTest 0000
[03:00.792] himax | IF Task state changed from 'Idle' (1) to 'I2C RX State' (2)
[03:00.792] himax | IF Task received event 'String Response' (0x0703). Rx data = 0x3000eab0
[03:00.792] himax | Assert inter-processor interrupt.
[03:00.792] himax | Sending 19 bytes: Header 4, payload 13, checksum 2 'selfTest 0000'
[03:00.792] himax | Negate inter-processor interrupt.
[03:00.792] himax | IF Task state changed from 'I2C RX State' (2) to 'I2C TX State' (3)
[03:01.107] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[03:01.107] himax | I2C transmission complete.
[03:01.107] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[03:01.107] himax | IF Task received event 'I2C Rx' (0x0700). Rx data = 0x00000000
[03:01.107] himax | Received I2C message.
[03:01.107] himax | MKL62BA command received: 'slots'
[03:01.107] himax | IF Task state changed from 'Idle' (1) to 'I2C RX State' (2)
[03:01.107] himax | Flash ID 0xEF initialised
[03:01.107] himax | Active slot 1 running 'RP3 (day/colour)'. Slot A: 'HM0360 (night/IR)', Slot B: 'RP3 (day/colour)'. Auto-switch: off
[03:01.107] himax | IF Task received event 'String Response' (0x0703). Rx data = 0x3000eab0
[03:01.107] himax | Assert inter-processor interrupt.
[03:01.107] himax | Sending 121 bytes: Header 4, payload 115, checksum 2 'Active slot 1 running 'RP3 (day/colour)'. Slot A: 'HM0360 (night/IR)', Slot B: 'RP3 (day/colour)'. Auto-switch: off'
[03:01.107] himax | Negate inter-processor interrupt.
[03:01.107] himax | IF Task state changed from 'I2C RX State' (2) to 'I2C TX State' (3)
[03:01.107] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[03:01.107] himax | I2C transmission complete.
[03:01.107] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[03:01.207] nrf   | BLE out: Sent   5 bytes: 'Wake'
[03:01.207] nrf   | BLE out: Sent  20 bytes: 'Error bits = 0x0000'
[03:01.207] nrf   | BLE out: Sent 116 bytes: 'Active slot 1 running 'RP3 (day/colour)'. Slot A: 'HM0360 (night/IR)', Slot B: 'RP3 (day/colour)'. Auto-switch: off'
[03:01.909] app   | TX Hex: 414920736c6f7473
[03:02.008] himax | Inactive for 1000ms
[03:02.008] himax | IMAGE Task received event 'Image Event Inactivity' (0x0a00). Rx data = 0x00000000
[03:02.008] himax | IMAGE Task state changed from 'Init' (1) to 'Save State' (5)
[03:02.008] himax | FatFS Task received event 'Save State' (0x0904). Rx data = 0x00000000
[03:02.008] himax | Saved state to SD card. Image sequence number = 0
[03:02.008] himax | FatFS task sending event 0x0a06. Tx data = 0x00000000
[03:02.008] himax | IMAGE task sending event 0x0904. Rx data = 0x00000000
[03:02.008] himax | IMAGE Task received event 'Image Event Disk Write Complete' (0x0a06). 
[03:02.008] himax | IF Task received event 'I2C Rx' (0x0700). Rx data = 0x00000000
[03:02.008] himax | Received I2C message.
[03:02.008] himax | MKL62BA command received: 'slots'
[03:02.008] himax | Active slot 1 running 'RP3 (day/colour)'. Slot A: 'HM0360 (night/IR)', Slot B: 'RP3 (day/colour)'. Auto-switch: off
[03:02.008] himax | IF Task state changed from 'Idle' (1) to 'I2C RX State' (2)
[03:02.008] himax | IF Task received event 'String Response' (0x0703). Rx data = 0x3000eab0
[03:02.008] himax | Assert inter-processor interrupt.
[03:02.008] himax | Sending 121 bytes: Header 4, payload 115, checksum 2 'Active slot 1 running 'RP3 (day/colour)'. Slot A: 'HM0360 (night/IR)', Slot B: 'RP3 (day/colour)'. Auto-switch: off'
[03:02.008] himax | Negate inter-processor interrupt.
[03:02.008] himax | IF Task state changed from 'I2C RX State' (2) to 'I2C TX State' (3)
[03:02.008] himax | Rx data = 0x00000000
[03:02.008] himax | Image task ready to sleep.
[03:02.008] himax | IMAGE Task state changed from 'Save State' (5) to 'Uninitialised' (0)
[03:02.008] himax | IF Task received event 'Inactivity' (0x070e). Rx data = 0x00000000
[03:02.008] himax | Deferring event 0x070e
[03:02.025] app   | Written AI slots to the device WILD-CNKW (19:03:59-233)
[03:02.025] app   | [useBleListeners] RAW_TX received for D6:47:9B:89:E7:23: AI slots
[03:02.323] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[03:02.323] himax | I2C transmission complete.
[03:02.323] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[03:02.323] himax | Issuing deferred event 0x070e 'Inactivity'
[03:02.323] himax | IFTask sending event 0x070e. Tx data = 0x00000000
[03:02.323] himax | IF Task received event 'Inactivity' (0x070e). Rx data = 0x00000000
[03:02.323] himax | Assert inter-processor interrupt.
[03:02.323] himax | Sending 103 bytes: Header 4, payload 97, checksum 2 'Sleep 0 0 0 1 6 1 500 0 1000 5 1 0 100 0 0 0 18 1 0 0 0 2 50 65 15 0 0 286 326 1 110 1 0 0 0 0 0 '
[03:02.323] himax | Negate inter-processor interrupt.
[03:02.323] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[03:02.323] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[03:02.323] himax | I2C transmission complete.
[03:02.323] himax | IF task ready to sleep.
[03:02.323] himax | DEBUG: ledFlashDisable()
[03:02.323] himax | Preparing HM0360 for MD:   HM0360 Motion Detection off.
[03:02.323] himax |    Inhibiting MD
[03:02.323] himax |    Changing mode from 2 to 2 with nFrames=1, sleepTime=0 sleepCount = 0xffff
[03:02.323] himax |  No LED flashes.
[03:02.323] himax | >>> Entering DPD at 2024:01:01 00:00:18
[03:02.424] nrf   | BLE in: Received   8 bytes 'AI slots'
[03:02.424] nrf   | BLE out: Sent 116 bytes: 'Active slot 1 running 'RP3 (day/colour)'. Slot A: 'HM0360 (night/IR)', Slot B: 'RP3 (day/colour)'. Auto-switch: off'
[03:02.424] nrf   | BLE out: Sent   6 bytes: 'Sleep'
